id,model_type,model_family,model_name,ckpt_file,url,autoencoder,clip_encoder,image_encoder,t5_encoder,full_json
463,uncurated_model,flux1,Myhuman_Flux_myh13,989443_myhumanflux_myh13_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""989443_myhumanflux_myh13_q8p.ckpt"":""0828d91759639ff59832562b8f19e5b15a0b8cc2fdf1cd2b7c49529fe70699dd""},""default_scale"":16,""file"":""989443_myhumanflux_myh13_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Myhuman_Flux_myh13"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
464,uncurated_model,flux1,Myhuman_Flux_myh13Fp8,991687_myhumanflux_myh13fp8_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""991687_myhumanflux_myh13fp8_q8p.ckpt"":""3f755e112be3f72a7cc1a9662e4e85a873a31486c69dd5f29ff27d6c66fb7a2f""},""default_scale"":16,""file"":""991687_myhumanflux_myh13fp8_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Myhuman_Flux_myh13Fp8"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
465,uncurated_model,flux1,Nepotism_x_Dit,1288366_nepotism_xdit_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1288366_nepotism_xdit_q8p.ckpt"":""e8305ac2b856ee35a38728acad69f5729b8dda439dffd598f29a572216bed780""},""default_scale"":16,""file"":""1288366_nepotism_xdit_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Nepotism_x_Dit"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
466,uncurated_model,flux1,Nepotism_xi_Dit,1326315_nepotism_xidit_q8p.ckpt,"",flux_1_vae_f16.ckpt,clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""flux_1_vae_f16.ckpt"",""clip_encoder"":""clip_vit_l14_f16.ckpt"",""converted"":{""1326315_nepotism_xidit_q8p.ckpt"":""d33a3b1b1a135ff6385cf1f3d14dcfcab8e81aebbf63236aefeadfc1b4225f78""},""default_scale"":16,""file"":""1326315_nepotism_xidit_q8p.ckpt"",""guidance_embed"":true,""high_precision_autoencoder"":true,""hires_fix_scale"":24,""modifier"":""none"",""name"":""Nepotism_xi_Dit"",""noise_discretization"":{""rf"":{""_0"":{""condition_scale"":1000,""sigma_max"":1,""sigma_min"":0}}},""objective"":{""u"":{""condition_scale"":1000}},""prefix"":"""",""text_encoder"":""t5_xxl_encoder_q6p.ckpt"",""upcast_attention"":false,""version"":""flux1""}"
467,uncurated_model,sdxl_base_v0.9,Nevolution_SDXL_v2_anim_1733673,nevolution_sdxl_v2_anim_1733673_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nevolution_sdxl_v2_anim_1733673_clip_vit_l14_f16.ckpt,"","","{""text_encoder"":""nevolution_sdxl_v2_anim_1733673_open_clip_vit_bigg14_f16.ckpt"",""file"":""nevolution_sdxl_v2_anim_1733673_f16.ckpt"",""name"":""Nevolution_SDXL_v2_anim_1733673"",""default_scale"":16,""modifier"":""none"",""prefix"":"""",""upcast_attention"":false,""clip_encoder"":""nevolution_sdxl_v2_anim_1733673_clip_vit_l14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""version"":""sdxl_base_v0.9"",""converted"":{""nevolution_sdxl_v2_anim_1733673_f16.ckpt"":""a43decc4bc6478f5353cd9ea29df25b7cc5e0c30bad6f85578a531e91814f2f5"",""nevolution_sdxl_v2_anim_1733673_clip_vit_l14_f16.ckpt"":""8dc62e84a56c9161c8c2dbd20a1222e2b6297c399b50fa0b9895a05b504c79f1"",""nevolution_sdxl_v2_anim_1733673_open_clip_vit_bigg14_f16.ckpt"":""19a71ebd4e0823451e0a48fa64d0ae0da5bed03154bc2b23fc341a616b2d672e""}}"
468,uncurated_model,sdxl_base_v0.9,Nevolution_SDXL_v2_base_1645671,nevolution_sdxl_v2_base_1645671_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nevolution_sdxl_v2_base_1645671_clip_vit_l14_f16.ckpt,"","","{""prefix"":"""",""text_encoder"":""nevolution_sdxl_v2_base_1645671_open_clip_vit_bigg14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""name"":""Nevolution_SDXL_v2_base_1645671"",""file"":""nevolution_sdxl_v2_base_1645671_f16.ckpt"",""default_scale"":16,""modifier"":""none"",""version"":""sdxl_base_v0.9"",""clip_encoder"":""nevolution_sdxl_v2_base_1645671_clip_vit_l14_f16.ckpt"",""upcast_attention"":false,""converted"":{""nevolution_sdxl_v2_base_1645671_clip_vit_l14_f16.ckpt"":""da217bc43df1f801560ee438c3eae8342d56f5433a55cf8ad109562f95dad527"",""nevolution_sdxl_v2_base_1645671_f16.ckpt"":""6bdd74b8920f90a0cbadd175a73d45bf34463f91d02acafd34a6a776842384a3"",""nevolution_sdxl_v2_base_1645671_open_clip_vit_bigg14_f16.ckpt"":""081ea525f5fe5236f17e0a1af4903fe0255a159e90d37041e5a45c6d42f653d5""}}"
469,uncurated_model,sdxl_base_v0.9,NoobAI-XL-NAI-XL,noobai_xl_nai_xl_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,noobai_xl_nai_xl_clip_vit_l14_f16.ckpt,"","","{""default_scale"":16,""text_encoder"":""noobai_xl_nai_xl_open_clip_vit_bigg14_f16.ckpt"",""prefix"":"""",""version"":""sdxl_base_v0.9"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""clip_encoder"":""noobai_xl_nai_xl_clip_vit_l14_f16.ckpt"",""name"":""NoobAI-XL-NAI-XL"",""modifier"":""none"",""upcast_attention"":false,""file"":""noobai_xl_nai_xl_f16.ckpt"",""converted"":{""noobai_xl_nai_xl_open_clip_vit_bigg14_f16.ckpt"":""46aa6fd03a999809b17267e432c4b65986fdeb15b11aa1abf65a110a1bf60f04"",""noobai_xl_nai_xl_f16.ckpt"":""ce3b836cb877d9abfd187071b288144956884fb42d22cc6e4ff264bf441778c7"",""noobai_xl_nai_xl_clip_vit_l14_f16.ckpt"":""78b056811bb3a3dd34a0e450508a370ed7d90fe142b35da0ea272c910e9e784f""}}"
470,uncurated_model,sdxl_base_v0.9,NostraMix,nostramix_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nostramix_clip_vit_l14_f16.ckpt,"","","{""modifier"":""none"",""name"":""NostraMix"",""clip_encoder"":""nostramix_clip_vit_l14_f16.ckpt"",""default_scale"":16,""upcast_attention"":false,""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""prefix"":"""",""text_encoder"":""nostramix_open_clip_vit_bigg14_f16.ckpt"",""file"":""nostramix_f16.ckpt"",""version"":""sdxl_base_v0.9"",""converted"":{""nostramix_open_clip_vit_bigg14_f16.ckpt"":""25fa2ea4dca4647460c5141166b213b6d03f4f433fafbfca2f1bd3aaff1975bc"",""nostramix_f16.ckpt"":""1491376f4ce11abdbbf26470dbb3529679e0641969e3efbdb84c8252f3ba7ac9"",""nostramix_clip_vit_l14_f16.ckpt"":""c15c696090537f07ee49967ea423ed2dae4e03b163b445f0feb4fa908f15cee0""}}"
471,uncurated_model,sdxl_base_v0.9,Nova-3DCG-XL,nova_3dcg_xl_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_3dcg_xl_clip_vit_l14_f16.ckpt,"","","{""version"":""sdxl_base_v0.9"",""default_scale"":16,""name"":""Nova-3DCG-XL"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""modifier"":""none"",""upcast_attention"":false,""file"":""nova_3dcg_xl_f16.ckpt"",""text_encoder"":""nova_3dcg_xl_open_clip_vit_bigg14_f16.ckpt"",""prefix"":"""",""clip_encoder"":""nova_3dcg_xl_clip_vit_l14_f16.ckpt"",""converted"":{""nova_3dcg_xl_f16.ckpt"":""49bafe969a1ae496864aed330d1f89363f01a3b2fc8276ffb96fcdb432bfcb47"",""nova_3dcg_xl_clip_vit_l14_f16.ckpt"":""1ee84f8ced9b36b476c18321437b27002c8a4be851dbe0d4e46ef9e05de7349a"",""nova_3dcg_xl_open_clip_vit_bigg14_f16.ckpt"":""0746592d54d96041912af1594393632634aeccca8f9b45d6b72e30d53878266d""}}"
472,uncurated_model,sdxl_base_v0.9,Nova-Anime-XL,nova_anime_xl_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_anime_xl_clip_vit_l14_f16.ckpt,"","","{""upcast_attention"":false,""clip_encoder"":""nova_anime_xl_clip_vit_l14_f16.ckpt"",""text_encoder"":""nova_anime_xl_open_clip_vit_bigg14_f16.ckpt"",""prefix"":"""",""modifier"":""none"",""version"":""sdxl_base_v0.9"",""name"":""Nova-Anime-XL"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""default_scale"":16,""file"":""nova_anime_xl_f16.ckpt"",""converted"":{""nova_anime_xl_open_clip_vit_bigg14_f16.ckpt"":""317222580e7f6a0bf51c291f851f54b79fd102da57d98e81cd12c853673b9eaa"",""nova_anime_xl_clip_vit_l14_f16.ckpt"":""4975be868041952347585474783b3a1fb47925b61ad876f9bb46211793aaf9b1"",""nova_anime_xl_f16.ckpt"":""553ed5bceb205add00012c0a8c9112612394aba4a14f244e36d14e44828951e8""}}"
473,uncurated_model,sdxl_base_v0.9,Nova-Anime3D-XL,nova_anime3d_xl_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_anime3d_xl_clip_vit_l14_f16.ckpt,"","","{""prefix"":"""",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""clip_encoder"":""nova_anime3d_xl_clip_vit_l14_f16.ckpt"",""upcast_attention"":false,""default_scale"":16,""name"":""Nova-Anime3D-XL"",""file"":""nova_anime3d_xl_f16.ckpt"",""version"":""sdxl_base_v0.9"",""modifier"":""none"",""text_encoder"":""nova_anime3d_xl_open_clip_vit_bigg14_f16.ckpt"",""converted"":{""nova_anime3d_xl_f16.ckpt"":""f02d6cabdbc3530b0a88d9467e273d127b6ed7ca37be7c1dc6f09641e2c76b65"",""nova_anime3d_xl_clip_vit_l14_f16.ckpt"":""88f0bdbbb44b9e72eb47ecf3521891f624167e3d0ef2aa18d6c22cf326350274"",""nova_anime3d_xl_open_clip_vit_bigg14_f16.ckpt"":""bfedc3f0a135a83a304f23a02babbbf39048de7aa3e2a7b2d90665f1aa0b8866""}}"
474,uncurated_model,sdxl_base_v0.9,Nova-Asian-XL,nova_asian_xl_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_asian_xl_clip_vit_l14_f16.ckpt,"","","{""file"":""nova_asian_xl_f16.ckpt"",""name"":""Nova-Asian-XL"",""version"":""sdxl_base_v0.9"",""default_scale"":16,""clip_encoder"":""nova_asian_xl_clip_vit_l14_f16.ckpt"",""text_encoder"":""nova_asian_xl_open_clip_vit_bigg14_f16.ckpt"",""modifier"":""none"",""upcast_attention"":false,""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""prefix"":"""",""converted"":{""nova_asian_xl_clip_vit_l14_f16.ckpt"":""0388a96cec7da1b439eb61f19840f19cad1a4670de233f477fdcd12816c5c053"",""nova_asian_xl_open_clip_vit_bigg14_f16.ckpt"":""d4e5502fce4358c23b3a24b83d5502e321144fac86dfccb9f7edc47fd328925e"",""nova_asian_xl_f16.ckpt"":""894dd8fd34bc730d34f4f2962d88b7a59dc0e86dd3c2725d8c1687f862c8e3aa""}}"
475,uncurated_model,sdxl_base_v0.9,Nova-Cross-XL,nova_cross_xl_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_cross_xl_clip_vit_l14_f16.ckpt,"","","{""default_scale"":16,""upcast_attention"":false,""file"":""nova_cross_xl_f16.ckpt"",""version"":""sdxl_base_v0.9"",""name"":""Nova-Cross-XL"",""text_encoder"":""nova_cross_xl_open_clip_vit_bigg14_f16.ckpt"",""modifier"":""none"",""clip_encoder"":""nova_cross_xl_clip_vit_l14_f16.ckpt"",""prefix"":"""",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""converted"":{""nova_cross_xl_clip_vit_l14_f16.ckpt"":""785abd5541af3d0b88145b1e48e6c93f0ac79347573b5c2e84d578da63de2933"",""nova_cross_xl_f16.ckpt"":""9999822476c8bdfc9fe7e44c2c7a90bd868c5840cf7acc3db4f827706eb44e6d"",""nova_cross_xl_open_clip_vit_bigg14_f16.ckpt"":""3182f3b0d4e2a5fbf26ce65b8a33b75b7b983c7a5f8a4e47860d1f5d6ed3e04c""}}"
476,uncurated_model,sdxl_base_v0.9,Nova-Flat-XL,nova_flat_xl_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_flat_xl_clip_vit_l14_f16.ckpt,"","","{""prefix"":"""",""modifier"":""none"",""default_scale"":16,""file"":""nova_flat_xl_f16.ckpt"",""version"":""sdxl_base_v0.9"",""upcast_attention"":false,""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""name"":""Nova-Flat-XL"",""text_encoder"":""nova_flat_xl_open_clip_vit_bigg14_f16.ckpt"",""clip_encoder"":""nova_flat_xl_clip_vit_l14_f16.ckpt"",""converted"":{""nova_flat_xl_f16.ckpt"":""53864f910fd1a70fe2ccbcc67c921206740948bd440b00eaeec89dd08187df82"",""nova_flat_xl_open_clip_vit_bigg14_f16.ckpt"":""7f444f30567846546807b61e79aae996b06e5c64a891309872f644e7df849b7e"",""nova_flat_xl_clip_vit_l14_f16.ckpt"":""071775f7be3959a6ac53c67bda50f7997696a7b96616c4f378cc90054ccf3184""}}"
477,uncurated_model,sdxl_base_v0.9,Nova-Reality-XL,nova_reality_xl_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_reality_xl_clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""modifier"":""none"",""default_scale"":16,""file"":""nova_reality_xl_f16.ckpt"",""name"":""Nova-Reality-XL"",""upcast_attention"":false,""prefix"":"""",""version"":""sdxl_base_v0.9"",""clip_encoder"":""nova_reality_xl_clip_vit_l14_f16.ckpt"",""text_encoder"":""nova_reality_xl_open_clip_vit_bigg14_f16.ckpt"",""converted"":{""nova_reality_xl_f16.ckpt"":""49c09fbfe5681c9bf21c509578da1173874d372781af59f6ada8febca81a82ee"",""nova_reality_xl_open_clip_vit_bigg14_f16.ckpt"":""4901bbeb208989534fb801d680d2da86551cf710e3d559b18fc01e79bedf4c81"",""nova_reality_xl_clip_vit_l14_f16.ckpt"":""f8f975c93d16fae6e23baf1d2de974d6f675548ccd5c1627c19c0f46241d094a""}}"
478,uncurated_model,sdxl_base_v0.9,Nova-Unreal-XL,nova_unreal_xl_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_unreal_xl_clip_vit_l14_f16.ckpt,"","","{""upcast_attention"":false,""prefix"":"""",""modifier"":""none"",""file"":""nova_unreal_xl_f16.ckpt"",""name"":""Nova-Unreal-XL"",""version"":""sdxl_base_v0.9"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""default_scale"":16,""text_encoder"":""nova_unreal_xl_open_clip_vit_bigg14_f16.ckpt"",""clip_encoder"":""nova_unreal_xl_clip_vit_l14_f16.ckpt"",""converted"":{""nova_unreal_xl_f16.ckpt"":""c4bb9de4b2eaf71368de40e5305fecbd6c31da74f195e3bd097347fc3aaf5693"",""nova_unreal_xl_open_clip_vit_bigg14_f16.ckpt"":""be02720fb628b7c254856c9f0009c997ba6a4fde7592be3325a420d0273561f0"",""nova_unreal_xl_clip_vit_l14_f16.ckpt"":""aaac3bb5e1bccc354fc4046cf9c80fb501f95a5bd67ee1b5fa9eef8c817762e1""}}"
479,uncurated_model,sdxl_base_v0.9,Nova_Animal_XL_Illustrious_v3.0_1634769,nova_animal_xl_illustrious_v3.0_1634769_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_animal_xl_illustrious_v3.0_1634769_clip_vit_l14_f16.ckpt,"","","{""upcast_attention"":false,""text_encoder"":""nova_animal_xl_illustrious_v3.0_1634769_open_clip_vit_bigg14_f16.ckpt"",""name"":""Nova_Animal_XL_Illustrious_v3.0_1634769"",""clip_encoder"":""nova_animal_xl_illustrious_v3.0_1634769_clip_vit_l14_f16.ckpt"",""default_scale"":16,""version"":""sdxl_base_v0.9"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""modifier"":""none"",""file"":""nova_animal_xl_illustrious_v3.0_1634769_f16.ckpt"",""prefix"":"""",""converted"":{""nova_animal_xl_illustrious_v3.0_1634769_f16.ckpt"":""7b6d239beddf79a901a6b1e7837af4c8a5b6b475e55c329b07b66a03947b2cf9"",""nova_animal_xl_illustrious_v3.0_1634769_open_clip_vit_bigg14_f16.ckpt"":""6d21029d0b05d5f2542dc7db29db5c8ef6896b08d12d6732bdccf741c6601cf4"",""nova_animal_xl_illustrious_v3.0_1634769_clip_vit_l14_f16.ckpt"":""e34a81b2e740afd8324681dcd74ef5b325550901141b853ea5d4a71c41c98cb9""}}"
480,uncurated_model,sdxl_base_v0.9,Nova_Animal_XL_v4.0_1028888,nova_animal_xl_v4.0_1028888_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_animal_xl_v4.0_1028888_clip_vit_l14_f16.ckpt,"","","{""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""upcast_attention"":false,""name"":""Nova_Animal_XL_v4.0_1028888"",""default_scale"":16,""prefix"":"""",""text_encoder"":""nova_animal_xl_v4.0_1028888_open_clip_vit_bigg14_f16.ckpt"",""file"":""nova_animal_xl_v4.0_1028888_f16.ckpt"",""modifier"":""none"",""clip_encoder"":""nova_animal_xl_v4.0_1028888_clip_vit_l14_f16.ckpt"",""version"":""sdxl_base_v0.9"",""converted"":{""nova_animal_xl_v4.0_1028888_open_clip_vit_bigg14_f16.ckpt"":""77019d1e489cb541a43783a0fa14f8f0e25f44562e75209e81a99234f78af1cf"",""nova_animal_xl_v4.0_1028888_clip_vit_l14_f16.ckpt"":""f0cc9dbdc1eb5652b3bbd8a3dcfe6aa6b53774aebb09b7d0c743ec747a29fc8e"",""nova_animal_xl_v4.0_1028888_f16.ckpt"":""a86085e8e182d4b1dd617d804149561968d330e50e5e6c40df2ce8aabcbac891""}}"
481,uncurated_model,sdxl_base_v0.9,Nova_Furry_XL_Illustrious_v6A_1625975,nova_furry_xl_illustrious_v6a_1625975_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_furry_xl_illustrious_v6a_1625975_clip_vit_l14_f16.ckpt,"","","{""text_encoder"":""nova_furry_xl_illustrious_v6a_1625975_open_clip_vit_bigg14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""modifier"":""none"",""clip_encoder"":""nova_furry_xl_illustrious_v6a_1625975_clip_vit_l14_f16.ckpt"",""upcast_attention"":false,""default_scale"":16,""name"":""Nova_Furry_XL_Illustrious_v6A_1625975"",""prefix"":"""",""version"":""sdxl_base_v0.9"",""file"":""nova_furry_xl_illustrious_v6a_1625975_f16.ckpt"",""converted"":{""nova_furry_xl_illustrious_v6a_1625975_open_clip_vit_bigg14_f16.ckpt"":""5265861d0c385c5cdfe3fec1dabb38a10ee1412e8f1b8d56887becd1706c158d"",""nova_furry_xl_illustrious_v6a_1625975_clip_vit_l14_f16.ckpt"":""f205bb0bfd9f8150d9147674f15dad97b57bee223a9437165783ba0e7c5288de"",""nova_furry_xl_illustrious_v6a_1625975_f16.ckpt"":""dd80541e4e2598f5f115d0a78b4dada3bccdedecb993b518c6c17a12e881d214""}}"
482,uncurated_model,sdxl_base_v0.9,Nova_Furry_XL_Illustrious_v6B_1626156,nova_furry_xl_illustrious_v6b_1626156_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_furry_xl_illustrious_v6b_1626156_clip_vit_l14_f16.ckpt,"","","{""modifier"":""none"",""clip_encoder"":""nova_furry_xl_illustrious_v6b_1626156_clip_vit_l14_f16.ckpt"",""default_scale"":16,""name"":""Nova_Furry_XL_Illustrious_v6B_1626156"",""prefix"":"""",""version"":""sdxl_base_v0.9"",""file"":""nova_furry_xl_illustrious_v6b_1626156_f16.ckpt"",""text_encoder"":""nova_furry_xl_illustrious_v6b_1626156_open_clip_vit_bigg14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""upcast_attention"":false,""converted"":{""nova_furry_xl_illustrious_v6b_1626156_clip_vit_l14_f16.ckpt"":""cfd37515475c878ef454a87cc35b7c1842cf3433d3cf3ead269910fa8a85bd31"",""nova_furry_xl_illustrious_v6b_1626156_open_clip_vit_bigg14_f16.ckpt"":""eac6787e26d4c000f8256b79a2af5280e00c3859012f6a72cb375a7321bf3bd7"",""nova_furry_xl_illustrious_v6b_1626156_f16.ckpt"":""a98326c46801063baba2b8cf88d592ef2d2689055a782517d9e40547d4b7170d""}}"
483,uncurated_model,sdxl_base_v0.9,Nova_Furry_XL_Illustrious_v7A_1759909,nova_furry_xl_illustrious_v7a_1759909_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_furry_xl_illustrious_v7a_1759909_clip_vit_l14_f16.ckpt,"","","{""file"":""nova_furry_xl_illustrious_v7a_1759909_f16.ckpt"",""prefix"":"""",""upcast_attention"":false,""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""text_encoder"":""nova_furry_xl_illustrious_v7a_1759909_open_clip_vit_bigg14_f16.ckpt"",""name"":""Nova_Furry_XL_Illustrious_v7A_1759909"",""modifier"":""none"",""version"":""sdxl_base_v0.9"",""clip_encoder"":""nova_furry_xl_illustrious_v7a_1759909_clip_vit_l14_f16.ckpt"",""default_scale"":16,""converted"":{""nova_furry_xl_illustrious_v7a_1759909_clip_vit_l14_f16.ckpt"":""41f7fa970aea1e69ca119586f3db073f2216f0c8853dc5236587fa47c9034672"",""nova_furry_xl_illustrious_v7a_1759909_open_clip_vit_bigg14_f16.ckpt"":""e05425ea3913f6d8a32a4287a28d47838df399fd32c14dc15d2f30b68365cc8b"",""nova_furry_xl_illustrious_v7a_1759909_f16.ckpt"":""0166bafb077666058e478d15573f5c49f956bcd522fd124c8f860f2482ee0dc8""}}"
484,uncurated_model,sdxl_base_v0.9,Nova_Furry_XL_Illustrious_v7B_1760102,nova_furry_xl_illustrious_v7b_1760102_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_furry_xl_illustrious_v7b_1760102_clip_vit_l14_f16.ckpt,"","","{""clip_encoder"":""nova_furry_xl_illustrious_v7b_1760102_clip_vit_l14_f16.ckpt"",""prefix"":"""",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""upcast_attention"":false,""modifier"":""none"",""file"":""nova_furry_xl_illustrious_v7b_1760102_f16.ckpt"",""name"":""Nova_Furry_XL_Illustrious_v7B_1760102"",""default_scale"":16,""version"":""sdxl_base_v0.9"",""text_encoder"":""nova_furry_xl_illustrious_v7b_1760102_open_clip_vit_bigg14_f16.ckpt"",""converted"":{""nova_furry_xl_illustrious_v7b_1760102_f16.ckpt"":""67b4fc5b50d93ec7d76b2f44e4ea589c14fffae124515157d0a6592ab5d340f4"",""nova_furry_xl_illustrious_v7b_1760102_clip_vit_l14_f16.ckpt"":""314395542f8b8aba614ca33204606a01de296258b351ef3b25bb0d80c6535794"",""nova_furry_xl_illustrious_v7b_1760102_open_clip_vit_bigg14_f16.ckpt"":""3038f255ffbbf7a3973a27d4074bf89c3408edab8b75558ad051354778e5c7f7""}}"
485,uncurated_model,sdxl_base_v0.9,Nova_Orange_XL_v7.0_1525944,nova_orange_xl_v7.0_1525944_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_orange_xl_v7.0_1525944_clip_vit_l14_f16.ckpt,"","","{""modifier"":""none"",""file"":""nova_orange_xl_v7.0_1525944_f16.ckpt"",""clip_encoder"":""nova_orange_xl_v7.0_1525944_clip_vit_l14_f16.ckpt"",""name"":""Nova_Orange_XL_v7.0_1525944"",""default_scale"":16,""prefix"":"""",""upcast_attention"":false,""version"":""sdxl_base_v0.9"",""text_encoder"":""nova_orange_xl_v7.0_1525944_open_clip_vit_bigg14_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""converted"":{""nova_orange_xl_v7.0_1525944_clip_vit_l14_f16.ckpt"":""7e517ebb973b1127157c9ce69b3a668042b4509ff6e1cb4cdd62c052f0d4e6a8"",""nova_orange_xl_v7.0_1525944_open_clip_vit_bigg14_f16.ckpt"":""f609a266488edb92c059810c99be9fb4874a891e5d73465f15e4db03cdb5e13f"",""nova_orange_xl_v7.0_1525944_f16.ckpt"":""ea9222df3164dac99f15460376e092c88b133e241572f0f3a7266b05ae493ca5""}}"
486,uncurated_model,sdxl_base_v0.9,Nova_Orange_XL_v9.0_1701002,nova_orange_xl_v9.0_1701002_f16.ckpt,"",sdxl_vae_v1.0_f16.ckpt,nova_orange_xl_v9.0_1701002_clip_vit_l14_f16.ckpt,"","","{""modifier"":""none"",""version"":""sdxl_base_v0.9"",""text_encoder"":""nova_orange_xl_v9.0_1701002_open_clip_vit_bigg14_f16.ckpt"",""name"":""Nova_Orange_XL_v9.0_1701002"",""clip_encoder"":""nova_orange_xl_v9.0_1701002_clip_vit_l14_f16.ckpt"",""file"":""nova_orange_xl_v9.0_1701002_f16.ckpt"",""autoencoder"":""sdxl_vae_v1.0_f16.ckpt"",""prefix"":"""",""upcast_attention"":false,""default_scale"":16,""converted"":{""nova_orange_xl_v9.0_1701002_clip_vit_l14_f16.ckpt"":""8eba8788f935fb232dbc93e34ec4d7f664b752c5b2018ba013c149aa751251b3"",""nova_orange_xl_v9.0_1701002_f16.ckpt"":""26969878552b29ae266dbe655057e25bf3b491e01d993b20aa29eea42f4339ee"",""nova_orange_xl_v9.0_1701002_open_clip_vit_bigg14_f16.ckpt"":""39e06b826c21187c821e22cfc4580c6fb9e9cc68a9edb995450c7a94ed514db1""}}"
